Date,Temperature,Fuel_Price
4/8/2011,64.47,4.003
4/15/2011,57.63,3.868
4/22/2011,72.12,4.134
4/29/2011,68.27,4.151
5/6/2011,68.4,4.193
5/13/2011,70.93,4.202
5/20/2011,66.59,4.169
5/27/2011,76.67,4.087
6/3/2011,71.81,4.031
6/10/2011,78.72,3.981
6/17/2011,86.84,3.935
6/24/2011,88.95,3.898
7/1/2011,89.85,3.842
7/8/2011,89.9,3.705
7/15/2011,88.1,3.692
7/22/2011,91.17,3.794
7/29/2011,93.29,3.805
8/5/2011,90.61,3.803
8/12/2011,91.04,3.701
8/19/2011,91.74,3.743
8/26/2011,94.61,3.74
9/2/2011,93.66,3.798
9/9/2011,88,3.913
9/16/2011,76.36,3.918
9/23/2011,82.95,3.789
9/30/2011,83.26,3.877
10/7/2011,70.44,3.827
10/14/2011,67.31,3.805
10/21/2011,73.05,3.842
10/28/2011,67.41,3.727
11/4/2011,59.77,3.828
11/11/2011,48.76,3.824
11/18/2011,54.2,3.813
11/25/2011,53.25,3.622
12/2/2011,52.5,3.701
12/9/2011,42.17,3.644
12/16/2011,43.29,3.6
12/23/2011,45.4,3.541
12/30/2011,44.64,3.428
1/6/2012,50.43,3.599
1/13/2012,48.07,3.657
1/20/2012,46.2,3.66
1/27/2012,50.43,3.675
2/3/2012,50.58,3.702
2/10/2012,52.27,3.722
2/17/2012,51.8,3.781
2/24/2012,53.13,3.95
3/2/2012,52.27,4.178
3/9/2012,54.54,4.25
3/16/2012,64.44,4.273
3/23/2012,56.26,4.038
3/30/2012,64.36,4.294
4/6/2012,64.05,4.121
4/13/2012,64.28,4.254
4/20/2012,66.73,4.222
4/27/2012,77.99,4.193
5/4/2012,76.03,4.171
5/11/2012,77.27,4.186
5/18/2012,84.51,4.11
5/25/2012,83.84,4.293
6/1/2012,78.11,4.277
6/8/2012,84.83,4.103
6/15/2012,85.94,4.144
6/22/2012,91.61,4.014
6/29/2012,90.47,3.875
7/6/2012,89.13,3.765
7/13/2012,95.61,3.723
7/20/2012,85.53,3.726
7/27/2012,93.47,3.769
8/3/2012,88.16,3.76
8/10/2012,95.91,3.811
8/17/2012,94.87,4.002
8/24/2012,85.32,4.055
8/31/2012,89.78,4.093
9/7/2012,88.52,4.124
9/14/2012,83.64,4.133
9/21/2012,82.97,4.125
9/28/2012,81.22,3.966
10/5/2012,81.61,3.966
10/12/2012,71.74,4.468
10/19/2012,68.66,4.449
10/26/2012,65.95,4.301
11/2/2012,63.22,4.099
11/9/2012,65.31,3.951
11/16/2012,49.39,3.834
11/23/2012,58.07,3.759
11/30/2012,57.03,3.581
12/7/2012,57.83,3.668
12/14/2012,49.74,3.467
12/21/2012,42.83,3.393
12/28/2012,43.35,3.48
1/4/2013,38.8,3.51
1/11/2013,44.59,3.542
1/18/2013,36.49,3.545
1/25/2013,49.21,3.337
2/1/2013,49.54,3.6
2/8/2013,54.96,3.795
2/15/2013,47.12,3.924
2/22/2013,49.57,4.031
3/1/2013,48.08,4.109
3/8/2013,60.4,3.874
3/15/2013,61.7,4.104
3/22/2013,68.75,4.062
3/29/2013,62.86,4.016
4/5/2013,69.47,3.998
4/12/2013,65.6,3.981
4/19/2013,64.35,3.76
4/26/2013,70.74,3.889
5/3/2013,76.84,3.671
5/10/2013,70.18,3.689
5/17/2013,83.43,3.809
5/24/2013,77.87,3.835
5/31/2013,81.08,3.829
6/7/2013,89.89,3.789
6/14/2013,92.14,3.771
6/21/2013,87.28,3.766
6/28/2013,89.94,3.781
7/5/2013,101.95,3.753
7/12/2013,92.61,3.737
7/19/2013,93.75,3.823
7/26/2013,90.27,3.865
2/5/2010,31.53,2.666
2/12/2010,33.16,2.671
2/19/2010,35.7,2.654
2/26/2010,29.98,2.667
3/5/2010,40.65,2.681
3/12/2010,37.62,2.733
3/19/2010,42.49,2.782
3/26/2010,41.48,2.819
4/2/2010,42.15,2.842
4/9/2010,38.97,2.877
4/16/2010,50.39,2.915
4/23/2010,55.66,2.936
4/30/2010,48.33,2.941
5/7/2010,44.42,2.948
5/14/2010,50.15,2.962
5/21/2010,57.71,2.95
5/28/2010,53.11,2.908
6/4/2010,59.85,2.871
6/11/2010,65.24,2.841
6/18/2010,58.41,2.819
6/25/2010,71.83,2.82
7/2/2010,78.82,2.814
7/9/2010,71.33,2.802
7/16/2010,77.79,2.791
7/23/2010,82.27,2.797
7/30/2010,78.94,2.797
8/6/2010,81.24,2.802
8/13/2010,74.93,2.837
8/20/2010,76.34,2.85
8/27/2010,75.31,2.854
9/3/2010,65.71,2.868
9/10/2010,65.74,2.87
9/17/2010,66.84,2.875
9/24/2010,68.22,2.872
10/1/2010,68.74,2.853
10/8/2010,63.03,2.841
10/15/2010,54.12,2.845
10/22/2010,56.89,2.849
10/29/2010,45.12,2.841
11/5/2010,49.96,2.831
11/12/2010,42.55,2.831
11/19/2010,42,2.842
11/26/2010,28.22,2.83
12/3/2010,25.8,2.812
12/10/2010,36.78,2.817
12/17/2010,35.21,2.842
12/24/2010,34.9,2.846
12/31/2010,26.79,2.868
1/7/2011,16.94,2.891
1/14/2011,20.6,2.903
1/21/2011,34.8,2.934
1/28/2011,31.64,2.96
2/4/2011,23.35,2.974
2/11/2011,30.83,3.034
2/18/2011,40.85,3.062
2/25/2011,33.17,3.12
3/4/2011,34.23,3.23
3/11/2011,41.28,3.346
3/18/2011,44.69,3.407
3/25/2011,42.38,3.435
4/1/2011,42.49,3.487
4/8/2011,42.75,3.547
4/15/2011,41.72,3.616
4/22/2011,47.55,3.655
4/29/2011,43.85,3.683
5/6/2011,47.75,3.744
5/13/2011,52.4,3.77
5/20/2011,52.12,3.802
5/27/2011,54.62,3.778
6/3/2011,52.76,3.752
6/10/2011,61.39,3.732
6/17/2011,63.35,3.704
6/24/2011,66.38,3.668
7/1/2011,74.29,3.613
7/8/2011,77.3,3.563
7/15/2011,75.59,3.553
7/22/2011,78.5,3.563
7/29/2011,77.62,3.574
8/5/2011,75.56,3.595
8/12/2011,75.95,3.606
8/19/2011,76.68,3.578
8/26/2011,81.53,3.57
9/2/2011,77,3.58
9/9/2011,70.19,3.619
9/16/2011,67.54,3.641
9/23/2011,63.6,3.648
9/30/2011,68.28,3.623
10/7/2011,60.62,3.592
10/14/2011,51.74,3.567
10/21/2011,54.66,3.579
10/28/2011,47.41,3.567
11/4/2011,43.51,3.538
11/11/2011,33.8,3.513
11/18/2011,40.65,3.489
11/25/2011,38.89,3.445
12/2/2011,33.94,3.389
12/9/2011,24.82,3.341
12/16/2011,27.85,3.282
12/23/2011,24.76,3.186
12/30/2011,31.53,3.119
1/6/2012,33.8,3.08
1/13/2012,25.61,3.056
1/20/2012,32.71,3.047
1/27/2012,34.32,3.058
2/3/2012,31.39,3.077
2/10/2012,33.73,3.116
2/17/2012,36.57,3.119
2/24/2012,35.38,3.145
3/2/2012,32.36,3.242
3/9/2012,38.24,3.38
3/16/2012,52.5,3.529
3/23/2012,47.83,3.671
3/30/2012,53.2,3.734
4/6/2012,48.85,3.793
4/13/2012,51.7,3.833
4/20/2012,50.24,3.845
4/27/2012,64.8,3.842
5/4/2012,54.41,3.831
5/11/2012,56.47,3.809
5/18/2012,65.17,3.808
5/25/2012,62.39,3.801
6/1/2012,61.11,3.788
6/8/2012,68.4,3.776
6/15/2012,65.97,3.756
6/22/2012,72.89,3.737
6/29/2012,82,3.681
7/6/2012,79.23,3.63
7/13/2012,83.68,3.595
7/20/2012,75.69,3.556
7/27/2012,80.42,3.537
8/3/2012,81.99,3.512
8/10/2012,81.69,3.509
8/17/2012,79.4,3.545
8/24/2012,77.37,3.582
8/31/2012,79.18,3.624
9/7/2012,70.65,3.689
9/14/2012,68.55,3.749
9/21/2012,67.96,3.821
9/28/2012,64.8,3.821
10/5/2012,61.79,3.815
10/12/2012,55.1,3.797
10/19/2012,52.06,3.781
10/26/2012,46.97,3.755
11/2/2012,52.55,3.702
11/9/2012,50.48,3.663
11/16/2012,33.3,3.612
11/23/2012,46.21,3.562
11/30/2012,41.64,3.524
12/7/2012,43.67,3.456
12/14/2012,35.62,3.379
12/21/2012,29.9,3.263
12/28/2012,30.07,3.147
1/4/2013,13.43,3.066
1/11/2013,20,2.982
1/18/2013,11.44,2.914
1/25/2013,14.75,2.927
2/1/2013,30.44,3.029
2/8/2013,26.11,3.192
2/15/2013,27.12,3.323
2/22/2013,29.97,3.459
3/1/2013,26.97,3.521
3/8/2013,37.63,3.526
3/15/2013,46.72,3.518
3/22/2013,42.94,3.518
3/29/2013,41.71,3.518
4/5/2013,53.84,3.547
4/12/2013,45.29,3.576
4/19/2013,41.07,3.559
4/26/2013,48.17,3.541
5/3/2013,54.51,3.535
5/10/2013,59.55,3.543
5/17/2013,70.01,3.609
5/24/2013,57.25,3.72
5/31/2013,60.51,3.773
6/7/2013,67.49,3.779
6/14/2013,76.41,3.771
6/21/2013,70.49,3.74
6/28/2013,75.24,3.726
7/5/2013,85.58,3.696
7/12/2013,78.93,3.666
7/19/2013,80.81,3.665
7/26/2013,83.62,3.669
2/5/2010,27.31,2.784
2/12/2010,27.73,2.773
2/19/2010,31.27,2.745
2/26/2010,34.89,2.754
3/5/2010,37.13,2.777
3/12/2010,45.8,2.818
3/19/2010,48.79,2.844
3/26/2010,54.36,2.854
4/2/2010,47.74,2.85
4/9/2010,65.45,2.869
4/16/2010,54.28,2.899
4/23/2010,53.47,2.902
4/30/2010,53.15,2.921
5/7/2010,70.75,2.966
5/14/2010,54.26,2.982
5/21/2010,62.62,2.958
5/28/2010,69.27,2.899
6/4/2010,75.93,2.847
6/11/2010,69.71,2.809
6/18/2010,72.62,2.78
6/25/2010,79.32,2.808
7/2/2010,76.61,2.815
7/9/2010,82.45,2.793
7/16/2010,77.84,2.783
7/23/2010,81.46,2.771
7/30/2010,79.78,2.781
8/6/2010,77.17,2.784
8/13/2010,78.44,2.805
8/20/2010,76.01,2.779
8/27/2010,71.36,2.755
9/3/2010,78.37,2.715
9/10/2010,70.87,2.699
9/17/2010,66.55,2.706
9/24/2010,68.59,2.713
10/1/2010,70.58,2.707
10/8/2010,56.49,2.764
10/15/2010,58.61,2.868
10/22/2010,53.15,2.917
10/29/2010,61.3,2.921
11/5/2010,45.65,2.917
11/12/2010,46.14,2.931
11/19/2010,50.02,3
11/26/2010,46.15,3.039
12/3/2010,40.93,3.046
12/10/2010,30.54,3.109
12/17/2010,30.51,3.14
12/24/2010,30.59,3.141
12/31/2010,29.67,3.179
1/7/2011,34.32,3.193
1/14/2011,24.78,3.205
1/21/2011,30.55,3.229
1/28/2011,24.05,3.237
2/4/2011,28.73,3.231
2/11/2011,30.3,3.239
2/18/2011,40.7,3.245
2/25/2011,35.78,3.274
3/4/2011,38.65,3.433
3/11/2011,45.01,3.582
3/18/2011,46.66,3.631
3/25/2011,41.76,3.625
4/1/2011,37.27,3.638
4/8/2011,48.71,3.72
4/15/2011,53.69,3.821
4/22/2011,53.04,3.892
4/29/2011,66.18,3.962
5/6/2011,58.21,4.046
5/13/2011,60.38,4.066
5/20/2011,62.28,4.062
5/27/2011,69.7,3.985
6/3/2011,76.38,3.922
6/10/2011,73.88,3.881
6/17/2011,69.32,3.842
6/24/2011,74.85,3.804
7/1/2011,74.04,3.748
7/8/2011,77.49,3.711
7/15/2011,78.47,3.76
7/22/2011,82.33,3.811
7/29/2011,81.31,3.829
8/5/2011,78.22,3.842
8/12/2011,77,3.812
8/19/2011,72.98,3.747
8/26/2011,72.55,3.704
9/2/2011,70.63,3.703
9/9/2011,71.48,3.738
9/16/2011,69.17,3.742
9/23/2011,63.75,3.711
9/30/2011,70.66,3.645
10/7/2011,55.82,3.583
10/14/2011,63.82,3.541
10/21/2011,59.6,3.57
10/28/2011,51.78,3.569
11/4/2011,43.92,3.551
11/11/2011,47.65,3.53
11/18/2011,51.34,3.53
11/25/2011,48.71,3.492
12/2/2011,50.19,3.452
12/9/2011,46.57,3.415
12/16/2011,39.93,3.413
12/23/2011,42.27,3.389
12/30/2011,37.79,3.389
1/6/2012,35.88,3.422
1/13/2012,41.18,3.513
1/20/2012,31.85,3.533
1/27/2012,37.93,3.567
2/3/2012,42.96,3.617
2/10/2012,37,3.64
2/17/2012,36.85,3.695
2/24/2012,42.86,3.739
3/2/2012,41.55,3.816
3/9/2012,45.52,3.848
3/16/2012,50.56,3.862
3/23/2012,59.45,3.9
3/30/2012,50.04,3.953
4/6/2012,49.73,3.996
4/13/2012,51.83,4.044
4/20/2012,63.13,4.027
4/27/2012,53.2,4.004
5/4/2012,55.21,3.951
5/11/2012,61.24,3.889
5/18/2012,66.3,3.848
5/25/2012,67.21,3.798
6/1/2012,74.48,3.742
6/8/2012,64.3,3.689
6/15/2012,71.93,3.62
6/22/2012,74.22,3.564
6/29/2012,75.22,3.506
7/6/2012,82.99,3.475
7/13/2012,79.97,3.523
7/20/2012,78.89,3.567
7/27/2012,77.2,3.647
8/3/2012,76.58,3.654
8/10/2012,78.65,3.722
8/17/2012,75.71,3.807
8/24/2012,72.62,3.834
8/31/2012,75.09,3.867
9/7/2012,75.7,3.911
9/14/2012,67.87,3.948
9/21/2012,65.32,4.038
9/28/2012,64.88,3.997
10/5/2012,64.89,3.985
10/12/2012,54.47,4
10/19/2012,56.47,3.969
10/26/2012,58.85,3.882
11/2/2012,52.45,3.787
11/9/2012,41.2,3.771
11/16/2012,45.61,3.75
11/23/2012,43.08,3.748
11/30/2012,37.43,3.729
12/7/2012,45.53,3.688
12/14/2012,43.55,3.637
12/21/2012,43.54,3.577
12/28/2012,35.96,3.563
1/4/2013,32.87,3.592
1/11/2013,38.78,3.611
1/18/2013,41.45,3.605
1/25/2013,26.49,3.583
2/1/2013,34.92,3.615
2/8/2013,28.99,3.753
2/15/2013,35.87,3.814
2/22/2013,31.48,3.859
3/1/2013,39.72,3.89
3/8/2013,36.13,3.86
3/15/2013,42.81,3.834
3/22/2013,36.55,3.8
3/29/2013,40.68,3.784
4/5/2013,43.94,3.763
4/12/2013,57.39,3.724
4/19/2013,56.27,3.676
4/26/2013,50.64,3.615
5/3/2013,56.07,3.592
5/10/2013,58.86,3.583
5/17/2013,60.59,3.614
5/24/2013,67.11,3.627
5/31/2013,65.88,3.646
6/7/2013,70.71,3.633
6/14/2013,70.01,3.632
6/21/2013,70.13,3.626
6/28/2013,76.05,3.639
7/5/2013,77.5,3.614
7/12/2013,79.37,3.614
7/19/2013,82.84,3.737
7/26/2013,76.06,3.804
2/5/2010,19.83,2.954
2/12/2010,22,2.94
2/19/2010,27.54,2.909
2/26/2010,29.87,2.91
3/5/2010,31.79,2.919
3/12/2010,41.39,2.938
3/19/2010,44.69,2.96
3/26/2010,39.53,2.963
4/2/2010,45.27,2.957
4/9/2010,57.77,2.992
4/16/2010,49.63,3.01
4/23/2010,46.54,3.021
4/30/2010,49.09,3.042
5/7/2010,63.16,3.095
5/14/2010,47.13,3.112
5/21/2010,59.09,3.096
5/28/2010,70.61,3.046
6/4/2010,69.99,3.006
6/11/2010,61.04,2.972
6/18/2010,65.83,2.942
6/25/2010,72.79,2.958
7/2/2010,66.13,2.958
7/9/2010,77.33,2.94
7/16/2010,72.83,2.933
7/23/2010,73.2,2.924
7/30/2010,72.04,2.932
8/6/2010,72.7,2.942
8/13/2010,72.17,2.923
8/20/2010,71.1,2.913
8/27/2010,65.07,2.885
9/3/2010,73.17,2.86
9/10/2010,62.36,2.837
9/17/2010,57.94,2.846
9/24/2010,62.53,2.837
10/1/2010,59.69,2.84
10/8/2010,52.19,2.903
10/15/2010,49.96,2.999
10/22/2010,47.1,3.049
10/29/2010,55.09,3.055
11/5/2010,40.29,3.049
11/12/2010,39.63,3.065
11/19/2010,44.1,3.138
11/26/2010,40.71,3.186
12/3/2010,36,3.2
12/10/2010,23.97,3.255
12/17/2010,25.3,3.301
12/24/2010,25.07,3.309
12/31/2010,26.54,3.336
1/7/2011,30.53,3.351
1/14/2011,19.53,3.367
1/21/2011,21.84,3.391
1/28/2011,19.61,3.402
2/4/2011,20.69,3.4
2/11/2011,21.64,3.416
2/18/2011,33.06,3.42
2/25/2011,20.87,3.452
3/4/2011,28.16,3.605
3/11/2011,34.27,3.752
3/18/2011,40.23,3.796
3/25/2011,32.63,3.789
4/1/2011,30.34,3.811
4/8/2011,40.94,3.895
4/15/2011,48.63,3.981
4/22/2011,41.37,4.061
4/29/2011,55.46,4.117
5/6/2011,49.87,4.192
5/13/2011,57.07,4.211
5/20/2011,57.19,4.202
5/27/2011,65.87,4.134
6/3/2011,69.8,4.069
6/10/2011,69.86,4.025
6/17/2011,63.9,3.989
6/24/2011,69.96,3.964
7/1/2011,67.43,3.916
7/8/2011,73.47,3.886
7/15/2011,73.34,3.915
7/22/2011,79.97,3.972
7/29/2011,74.67,4.004
8/5/2011,73.63,4.02
8/12/2011,70.63,3.995
8/19/2011,70.41,3.942
8/26/2011,69.19,3.906
9/2/2011,67.63,3.879
9/9/2011,67.59,3.93
9/16/2011,62.1,3.937
9/23/2011,59,3.899
9/30/2011,64.87,3.858
10/7/2011,51.24,3.775
10/14/2011,61.3,3.744
10/21/2011,51.67,3.757
10/28/2011,45.54,3.757
11/4/2011,43.39,3.738
11/11/2011,47.13,3.719
11/18/2011,46.53,3.717
11/25/2011,41.1,3.689
12/2/2011,45.67,3.666
12/9/2011,38.53,3.627
12/16/2011,35.49,3.611
12/23/2011,34.93,3.587
12/30/2011,31.44,3.566
1/6/2012,30.24,3.585
1/13/2012,36.26,3.666
1/20/2012,21.39,3.705
1/27/2012,30.87,3.737
2/3/2012,35.3,3.796
2/10/2012,31.91,3.826
2/17/2012,30.26,3.874
2/24/2012,33.18,3.917
3/2/2012,33.24,3.983
3/9/2012,36.97,4.021
3/16/2012,47.42,4.021
3/23/2012,58.92,4.054
3/30/2012,42.65,4.098
4/6/2012,40.01,4.143
4/13/2012,43.52,4.187
4/20/2012,54.47,4.17
4/27/2012,41.57,4.163
5/4/2012,51.04,4.124
5/11/2012,54.23,4.055
5/18/2012,58.84,4.029
5/25/2012,67.97,3.979
6/1/2012,67.61,3.915
6/8/2012,59.35,3.871
6/15/2012,67.7,3.786
6/22/2012,74.28,3.722
6/29/2012,68.91,3.667
7/6/2012,74.64,3.646
7/13/2012,72.62,3.689
7/20/2012,75.31,3.732
7/27/2012,73.9,3.82
8/3/2012,73.13,3.819
8/10/2012,73.99,3.863
8/17/2012,70.29,3.963
8/24/2012,66.98,3.997
8/31/2012,71.42,4.026
9/7/2012,71.61,4.076
9/14/2012,65.44,4.088
9/21/2012,60.34,4.203
9/28/2012,57.13,4.158
10/5/2012,59.57,4.151
10/12/2012,49.12,4.186
10/19/2012,52.89,4.153
10/26/2012,55.75,4.071
11/2/2012,47.36,3.97
11/9/2012,36.32,3.947
11/16/2012,44.4,3.942
11/23/2012,39.82,3.978
11/30/2012,34.04,3.966
12/7/2012,40.95,3.92
12/14/2012,37.66,3.869
12/21/2012,38.6,3.816
12/28/2012,28.16,3.785
1/4/2013,23.76,3.794
1/11/2013,33.36,3.802
1/18/2013,35.19,3.798
1/25/2013,18.82,3.78
2/1/2013,29.71,3.806
2/8/2013,21.64,3.945
2/15/2013,30.02,4.006
2/22/2013,23.11,4.045
3/1/2013,33.45,4.079
3/8/2013,28.46,4.045
3/15/2013,37.38,4.029
3/22/2013,27.38,3.999
3/29/2013,35.7,3.983
4/5/2013,36.51,3.954
4/12/2013,42.94,3.914
4/19/2013,50.36,3.876
4/26/2013,46.56,3.806
5/3/2013,58.11,3.775
5/10/2013,60.82,3.762
5/17/2013,51.69,3.79
5/24/2013,62.86,3.793
5/31/2013,60.73,3.808
6/7/2013,62.21,3.792
6/14/2013,61.31,3.795
6/21/2013,62.53,3.793
6/28/2013,73.7,3.8
7/5/2013,70.26,3.778
7/12/2013,73.9,3.791
7/19/2013,78.04,3.913
7/26/2013,68.77,3.951
2/5/2010,19.79,2.58
2/12/2010,20.87,2.572
2/19/2010,21.13,2.55
2/26/2010,18.12,2.586
3/5/2010,27.92,2.62
3/12/2010,28.64,2.684
3/19/2010,33.45,2.692
3/26/2010,29.88,2.717
4/2/2010,36.19,2.725
4/9/2010,34.21,2.75
4/16/2010,45.69,2.765
4/23/2010,44.9,2.776
4/30/2010,37.75,2.766
5/7/2010,37.43,2.771
5/14/2010,41.26,2.788
5/21/2010,47.34,2.776
5/28/2010,52.08,2.737
6/4/2010,53.76,2.7
6/11/2010,62.63,2.684
6/18/2010,52.4,2.674
6/25/2010,62.37,2.715
7/2/2010,64.44,2.728
7/9/2010,61.79,2.711
7/16/2010,67.68,2.699
7/23/2010,70.67,2.691
7/30/2010,70.71,2.69
8/6/2010,67.42,2.69
8/13/2010,63.91,2.723
8/20/2010,63.59,2.732
8/27/2010,65.66,2.731
9/3/2010,58.02,2.773
9/10/2010,57.24,2.78
9/17/2010,56.55,2.8
9/24/2010,58.19,2.793
10/1/2010,59.39,2.759
10/8/2010,54.29,2.745
10/15/2010,45,2.762
10/22/2010,45.85,2.762
10/29/2010,35.76,2.748
11/5/2010,39.94,2.729
11/12/2010,34.04,2.737
11/19/2010,27.26,2.758
11/26/2010,23.46,2.742
12/3/2010,23.68,2.712
12/10/2010,32.02,2.728
12/17/2010,26.01,2.778
12/24/2010,32.46,2.781
12/31/2010,19.66,2.829
1/7/2011,12.39,2.882
1/14/2011,17.46,2.911
1/21/2011,28.6,2.973
1/28/2011,20.8,3.008
2/4/2011,13.64,3.011
2/11/2011,15.02,3.037
2/18/2011,27.18,3.051
2/25/2011,26.15,3.101
3/4/2011,31.77,3.232
3/11/2011,29.36,3.372
3/18/2011,36.5,3.406
3/25/2011,32.61,3.414
4/1/2011,35.75,3.461
4/8/2011,38.04,3.532
4/15/2011,34.59,3.611
4/22/2011,40.74,3.636
4/29/2011,37.77,3.663
5/6/2011,38.64,3.735
5/13/2011,43.29,3.767
5/20/2011,43.95,3.828
5/27/2011,45.17,3.795
6/3/2011,54.08,3.763
6/10/2011,55.78,3.735
6/17/2011,58.34,3.697
6/24/2011,54.36,3.661
7/1/2011,63.59,3.597
7/8/2011,65,3.54
7/15/2011,65.16,3.532
7/22/2011,65.36,3.545
7/29/2011,66.84,3.547
8/5/2011,63.96,3.554
8/12/2011,67.09,3.542
8/19/2011,68.83,3.499
8/26/2011,67.51,3.485
9/2/2011,63.44,3.511
9/9/2011,56.99,3.566
9/16/2011,53.68,3.596
9/23/2011,50.39,3.581
9/30/2011,57.61,3.538
10/7/2011,48.91,3.498
10/14/2011,39.97,3.491
10/21/2011,46.99,3.548
10/28/2011,41.97,3.55
11/4/2011,33.43,3.527
11/11/2011,29.56,3.505
11/18/2011,31.73,3.479
11/25/2011,31.39,3.424
12/2/2011,27.83,3.378
12/9/2011,14.44,3.331
12/16/2011,22.5,3.266
12/23/2011,20.79,3.173
12/30/2011,23.91,3.119
1/6/2012,26.49,3.095
1/13/2012,19.55,3.077
1/20/2012,29.3,3.055
1/27/2012,28.17,3.038
2/3/2012,25.53,3.031
2/10/2012,23.69,3.103
2/17/2012,31.19,3.113
2/24/2012,26.21,3.129
3/2/2012,23.4,3.191
3/9/2012,28.16,3.286
3/16/2012,38.02,3.486
3/23/2012,38.7,3.664
3/30/2012,48.29,3.75
4/6/2012,48.93,3.854
4/13/2012,45.83,3.901
4/20/2012,43.61,3.936
4/27/2012,59.69,3.927
5/4/2012,51.34,3.903
5/11/2012,53.57,3.87
5/18/2012,56.74,3.837
5/25/2012,57.36,3.804
6/1/2012,58.97,3.764
6/8/2012,65.43,3.741
6/15/2012,65.36,3.723
6/22/2012,70.41,3.735
6/29/2012,77.31,3.693
7/6/2012,70.49,3.646
7/13/2012,70.29,3.613
7/20/2012,68.43,3.585
7/27/2012,69,3.57
8/3/2012,68.59,3.528
8/10/2012,70.24,3.509
8/17/2012,62.07,3.545
8/24/2012,61.44,3.558
8/31/2012,64.19,3.556
9/7/2012,60.09,3.596
9/14/2012,56.69,3.659
9/21/2012,56.48,3.765
9/28/2012,51.4,3.789
10/5/2012,50.46,3.779
10/12/2012,43.26,3.76
10/19/2012,40.59,3.75
10/26/2012,40.99,3.686
11/2/2012,38.2,3.604
11/9/2012,39.39,3.545
11/16/2012,27.95,3.479
11/23/2012,35.03,3.45
11/30/2012,31.56,3.436
12/7/2012,34.12,3.373
12/14/2012,24.66,3.303
12/21/2012,21.6,3.218
12/28/2012,17.93,3.108
1/4/2013,8.55,3.034
1/11/2013,17.64,2.957
1/18/2013,8.82,2.889
1/25/2013,21.62,2.872
2/1/2013,28.1,2.998
2/8/2013,25.41,3.214
2/15/2013,20.49,3.391
2/22/2013,23.43,3.563
3/1/2013,18.86,3.638
3/8/2013,32.51,3.624
3/15/2013,33.08,3.607
3/22/2013,31.55,3.609
3/29/2013,31.64,3.605
4/5/2013,40.15,3.633
4/12/2013,32.66,3.642
4/19/2013,30.36,3.603
4/26/2013,35.39,3.568
5/3/2013,41.41,3.573
5/10/2013,42.61,3.609
5/17/2013,53.14,3.703
5/24/2013,47.96,3.884
5/31/2013,50.66,3.87
6/7/2013,54.47,3.825
6/14/2013,63.54,3.797
6/21/2013,61.31,3.736
6/28/2013,64.39,3.691
7/5/2013,65.69,3.637
7/12/2013,67.61,3.583
7/19/2013,65.55,3.585
7/26/2013,67.29,3.582
2/5/2010,23.11,2.666
2/12/2010,18.36,2.671
2/19/2010,25.06,2.654
2/26/2010,15.64,2.667
3/5/2010,31.58,2.681
3/12/2010,29.71,2.733
3/19/2010,33.96,2.782
3/26/2010,35.59,2.819
4/2/2010,36.94,2.842
4/9/2010,34.05,2.877
4/16/2010,45.22,2.915
4/23/2010,52.25,2.936
4/30/2010,43.82,2.941
5/7/2010,40.26,2.948
5/14/2010,47.28,2.962
5/21/2010,53.94,2.95
5/28/2010,48.19,2.908
6/4/2010,53.79,2.871
6/11/2010,57.14,2.841
6/18/2010,54.94,2.819
6/25/2010,62.64,2.82
7/2/2010,68.98,2.814
7/9/2010,62.41,2.802
7/16/2010,65.66,2.791
7/23/2010,69.66,2.797
7/30/2010,69.96,2.797
8/6/2010,70.53,2.802
8/13/2010,65.17,2.837
8/20/2010,67.04,2.85
8/27/2010,65.03,2.854
9/3/2010,57.86,2.868
9/10/2010,56.28,2.87
9/17/2010,58.53,2.875
9/24/2010,58.39,2.872
10/1/2010,60.07,2.853
10/8/2010,58.06,2.841
10/15/2010,47.35,2.845
10/22/2010,47.95,2.849
10/29/2010,39.87,2.841
11/5/2010,42.54,2.831
11/12/2010,36.32,2.831
11/19/2010,36.31,2.842
11/26/2010,19.03,2.83
12/3/2010,22.47,2.812
12/10/2010,31.64,2.817
12/17/2010,25.13,2.842
12/24/2010,26.58,2.846
12/31/2010,20.79,2.868
1/7/2011,6.23,2.891
1/14/2011,16.57,2.903
1/21/2011,26.62,2.934
1/28/2011,22.16,2.96
2/4/2011,11.29,2.974
2/11/2011,14.19,3.034
2/18/2011,26.86,3.062
2/25/2011,24.36,3.12
3/4/2011,24.21,3.23
3/11/2011,32.42,3.346
3/18/2011,34.48,3.407
3/25/2011,36.71,3.435
4/1/2011,39.38,3.487
4/8/2011,39.16,3.547
4/15/2011,39.98,3.616
4/22/2011,42.24,3.655
4/29/2011,40.14,3.683
5/6/2011,45.66,3.744
5/13/2011,49.26,3.77
5/20/2011,51.93,3.802
5/27/2011,51.04,3.778
6/3/2011,49.61,3.752
6/10/2011,54.57,3.732
6/17/2011,56.61,3.704
6/24/2011,60.99,3.668
7/1/2011,67.39,3.613
7/8/2011,70.6,3.563
7/15/2011,67.93,3.553
7/22/2011,69.82,3.563
7/29/2011,68.59,3.574
8/5/2011,65.71,3.595
8/12/2011,64.79,3.606
8/19/2011,67.59,3.578
8/26/2011,72.04,3.57
9/2/2011,69.31,3.58
9/9/2011,61.94,3.619
9/16/2011,61.48,3.641
